NAME,COUNTY,MUNI_TYPE,pop,FIPS_CODE,district,rep,party,start,phone,email
Canaan,Columbia,Town,"1,570",3602112056,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Chatham,Columbia,Town,"4,104",3602114014,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Claverack,Columbia,Town,"6,058",3602116045,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Clermont,Columbia,Town,"2,058",3602116177,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Copake,Columbia,Town,"3,346",3602118102,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Gallatin,Columbia,Town,"1,628",3602128068,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Germantown,Columbia,Town,"1,936",3602128772,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Ghent,Columbia,Town,"5,303",3602128871,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Greenport,Columbia,Town,"4,473",3602130565,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Hillsdale,Columbia,Town,"1,831",3602134748,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Hudson,Columbia,City,"5,894",3602135969,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Kinderhook,Columbia,Town,"8,330",3602139573,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Livingston,Columbia,Town,"3,628",3602142917,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
New Lebanon,Columbia,Town,"2,514",3602150452,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Stockport,Columbia,Town,"2,670",3602171443,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Stuyvesant,Columbia,Town,"1,931",3602171850,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Taghkanic,Columbia,Town,"1,231",3602173077,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Cincinnatus,Cortland,Town,902,3602315748,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Cortland,Cortland,City,"17,556",3602318388,125,Anna Kelles,Democrat,2021,(607) 277-8030,kellesa@nyassembly.gov
Cortlandville,Cortland,Town,"8,409",3602318421,125,Anna Kelles,Democrat,2021,(607) 277-8030,kellesa@nyassembly.gov
Cuyler,Cortland,Town,908,3602319499,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Freetown,Cortland,Town,767,3602327496,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Harford,Cortland,Town,876,3602332160,125,Anna Kelles,Democrat,2021,(607) 277-8030,kellesa@nyassembly.gov
Homer,Cortland,Town,"6,293",3602335287,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Lapeer,Cortland,Town,795,3602341300,125,Anna Kelles,Democrat,2021,(607) 277-8030,kellesa@nyassembly.gov
Marathon,Cortland,Town,"2,038",3602345403,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Preble,Cortland,Town,"1,357",3602359773,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Scott,Cortland,Town,"1,077",3602365915,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Solon,Cortland,Town,"1,063",3602368264,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Taylor,Cortland,Town,452,3602373220,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Truxton,Cortland,Town,997,3602375550,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Virgil,Cortland,Town,"2,425",3602377596,125,Anna Kelles,Democrat,2021,(607) 277-8030,kellesa@nyassembly.gov
Willet,Cortland,Town,894,3602381963,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Andes,Delaware,Town,"1,114",3602502132,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Bovina,Delaware,Town,658,3602507597,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Colchester,Delaware,Town,"1,782",3602516793,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Davenport,Delaware,Town,"2,955",3602519763,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Delhi,Delaware,Town,"4,795",3602520137,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Deposit,Delaware,Town,"1,427",3602520357,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Franklin,Delaware,Town,"2,288",3602527232,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Hamden,Delaware,Town,"1,137",3602531698,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Hancock,Delaware,Town,"2,764",3602531951,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Harpersfield,Delaware,Town,"1,442",3602532281,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Kortright,Delaware,Town,"1,544",3602540068,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Masonville,Delaware,Town,"1,239",3602545964,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Meredith,Delaware,Town,"1,484",3602546624,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Middletown,Delaware,Town,"3,336",3602547031,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Roxbury,Delaware,Town,"2,247",3602564001,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Sidney,Delaware,Town,"5,536",3602567345,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Stamford,Delaware,Town,"2,000",3602570629,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Tompkins,Delaware,Town,"1,290",3602574111,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Walton,Delaware,Town,"5,270",3602578047,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Amenia,Dutchess,Town,"3,769",3602701693,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Beacon,Dutchess,City,"13,769",3602705100,104,Jonathan Jacobson,Democrat,2019,(845) 562-0888,jacobsonj@nyassembly.gov
Beekman,Dutchess,Town,"14,172",3602705452,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Clinton,Dutchess,Town,"4,037",3602716408,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Dover,Dutchess,Town,"8,415",3602720819,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
East Fishkill,Dutchess,Town,"29,707",3602721996,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Fishkill,Dutchess,Town,"24,226",3602725978,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Hyde Park,Dutchess,Town,"21,021",3602737209,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
LaGrange,Dutchess,Town,"15,975",3602740299,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Milan,Dutchess,Town,"2,245",3602747207,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
North East,Dutchess,Town,"2,971",3602751891,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Pawling,Dutchess,Town,"8,012",3602756825,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Pine Plains,Dutchess,Town,"2,218",3602758156,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Pleasant Valley,Dutchess,Town,"9,799",3602758695,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Poughkeepsie,Dutchess,Town,"45,471",3602759652,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Poughkeepsie,Dutchess,City,"31,577",3602759641,104,Jonathan Jacobson,Democrat,2019,(845) 562-0888,jacobsonj@nyassembly.gov
Red Hook,Dutchess,Town,"9,953",3602760905,103,Sarahana Shrestha,Democrat,2023,(845) 338-9610,shresthas@nyassembly.gov
Rhinebeck,Dutchess,Town,"7,596",3602761357,103,Sarahana Shrestha,Democrat,2023,(845) 338-9610,shresthas@nyassembly.gov
Stanford,Dutchess,Town,"3,682",3602770662,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Union Vale,Dutchess,Town,"4,558",3602776166,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Wappinger,Dutchess,Town,"28,216",3602778157,105,Anil Beephan,Republican,2023,(845) 221-2202,beephana@nyassembly.gov
Washington,Dutchess,Town,"4,522",3602778388,106,Didi Barrett,Democrat,2013,(518) 828-1961,barrettd@nyassembly.gov
Alden,Erie,Town,"9,706",3602901099,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Amherst,Erie,Town,"129,595",3602902000,146,Karen McMahon,Democrat,2019,(716) 634-1895,mcmahonk@nyassembly.gov
Aurora,Erie,Town,"13,943",3602903199,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Boston,Erie,Town,"7,948",3602907454,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Brant,Erie,Town,"1,912",3602907894,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Buffalo,Erie,City,"278,349",3602911000,140,William Conrad,Democrat,2021,(716) 873-2540,conradw@nyassembly.gov
Buffalo,Erie,City,"278,349",3602911000,141,Crystal Peoples-Stokes,Democrat,2003,(716) 897-9714,PeopleC@nyassembly.gov
Buffalo,Erie,City,"278,349",3602911000,142,Patrick Burke,Democrat,2019,(716) 608-6099,burkep@nyassembly.gov
Buffalo,Erie,City,"278,349",3602911000,143,Monica Wallace,Democrat,2017,(716) 686-0080,wallacem@nyassembly.gov
Buffalo,Erie,City,"278,349",3602911000,149,Jonathan Rivera,Democrat,2021,(716) 885-9630,riverajd@nyassembly.gov
Cattaraugus,Cattaraugus,Reservation,693,NA,150,Andy Goodell,Republican,2011,(716) 664-7773,goodella@nyassembly.gov
Cheektowaga,Erie,Town,"89,877",3602915011,143,Monica Wallace,Democrat,2017,(716) 686-0080,wallacem@nyassembly.gov
Clarence,Erie,Town,"32,950",3602915825,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Colden,Erie,Town,"3,121",3602916870,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Collins,Erie,Town,"5,894",3602917200,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Concord,Erie,Town,"8,316",3602917585,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Eden,Erie,Town,"7,573",3602923415,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Elma,Erie,Town,"11,721",3602924130,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Evans,Erie,Town,"15,308",3602924801,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Grand Island,Erie,Town,"21,389",3602929828,145,Angelo Morinello,Republican,2017,(716) 282-6062,morinelloa@nyassembly.gov
Hamburg,Erie,Town,"60,085",3602931654,149,Jonathan Rivera,Democrat,2021,(716) 885-9630,riverajd@nyassembly.gov
Holland,Erie,Town,"3,281",3602935122,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Lackawana,Erie,City,"19,949",3602940189,142,Patrick Burke,Democrat,2019,(716) 608-6099,burkep@nyassembly.gov
Lackawana,Erie,City,"19,949",3602940189,149,Jonathan Rivera,Democrat,2021,(716) 885-9630,riverajd@nyassembly.gov
Lancaster,Erie,Town,"45,106",3602941146,143,Monica Wallace,Democrat,2017,(716) 686-0080,wallacem@nyassembly.gov
Lancaster,Erie,Town,"45,106",3602941146,144,Michael Norris,Republican,2017,(716) 839-4691,norrism@nyassembly.gov
Marilla,Erie,Town,"5,189",3602945601,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Newstead,Erie,Town,"8,689",3602950716,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
North Collins,Erie,Town,"3,504",3602951803,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Orchard Park,Erie,Town,"29,686",3602955277,142,Patrick Burke,Democrat,2019,(716) 608-6099,burkep@nyassembly.gov
Orchard Park,Erie,Town,"29,686",3602955277,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Sardinia,Erie,Town,"2,716",3602965277,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
Tonawanda,Erie,Town,"72,636",3602975000,140,William Conrad,Democrat,2021,(716) 873-2540,conradw@nyassembly.gov
Tonawanda,Erie,Reservation,331,NA,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Tonawanda,Erie,City,"15,129",3602974166,140,William Conrad,Democrat,2021,(716) 873-2540,conradw@nyassembly.gov
Wales,Erie,Town,"3,009",3602977871,147,David DiPietro,Republican,2013,(716) 655-0951,DiPietroD@nyassembly.gov
West Seneca,Erie,Town,"45,500",3602980918,142,Patrick Burke,Democrat,2019,(716) 608-6099,burkep@nyassembly.gov
Chesterfield,Essex,Town,"2,476",3603115330,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Crown Point,Essex,Town,"2,042",3603119246,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Elizabethtown,Essex,Town,"1,203",3603123833,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Essex,Essex,Town,621,3603124768,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Jay,Essex,Town,"2,486",3603138396,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Keene,Essex,Town,"1,144",3603139067,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Lewis,Essex,Town,"1,293",3603142114,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Minerva,Essex,Town,773,3603147669,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Moriah,Essex,Town,"4,716",3603148428,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Newcomb,Essex,Town,418,3603150144,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
North Elba,Essex,Town,"7,480",3603151935,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
North Hudson,Essex,Town,250,3603153077,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
St. Armand,Essex,Town,"1,446",3603164529,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Schroon,Essex,Town,"1,880",3603165629,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Ticonderoga,Essex,Town,"4,789",3603173891,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Westport,Essex,Town,"1,320",3603180775,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Willsboro,Essex,Town,"1,905",3603182271,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Wilmington,Essex,Town,"1,139",3603182315,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Bangor,Franklin,Town,"2,231",3603304319,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Bellmont,Franklin,Town,"1,327",3603305716,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Bombay,Franklin,Town,"1,254",3603307278,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Brandon,Franklin,Town,628,3603307839,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Brighton,Franklin,Town,"1,174",3603308213,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Burke,Franklin,Town,"1,421",3603311165,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Chateaugay,Franklin,Town,"1,743",3603313992,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Constable,Franklin,Town,"1,486",3603317871,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Dickinson,Franklin,Town,965,3603320610,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Duane,Franklin,Town,180,3603320973,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Fort Covington,Franklin,Town,"1,531",3603326737,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Franklin,Franklin,Town,"1,150",3603327243,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Harrietstown,Franklin,Town,"5,254",3603332314,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Malone,Franklin,Town,"12,433",3603344721,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Moira,Franklin,Town,"2,916",3603347933,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Santa Clara,Franklin,Town,332,3603365178,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Saint Regis Mohawk,Franklin,Reservation,"3,314",NA,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Tupper Lake,Franklin,Town,"5,147",3603375676,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Waverly,Franklin,Town,963,3603378795,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Westville,Franklin,Town,"1,757",3603381215,115,Billy Jones,Democrat,2017,(518) 562-1986,jonesb@nyassembly.gov
Bleecker,Fulton,Town,545,3603506882,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Broadalbin,Fulton,Town,"5,145",3603508433,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
Caroga,Fulton,Town,"1,264",3603512573,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Ephratah,Fulton,Town,"1,677",3603524603,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Gloversville,Fulton,City,"15,131",3603529443,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Johnstown,Fulton,Town,"6,867",3603538792,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Johnstown,Fulton,City,"8,204",3603538781,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Mayfield,Fulton,Town,"6,146",3603546217,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Northampton,Fulton,Town,"2,472",3603551407,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Oppenheim,Fulton,Town,"1,751",3603555101,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Perth,Fulton,Town,"3,584",3603557353,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Stratford,Fulton,Town,538,3603571784,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Alabama,Genesee,Town,"1,602",3603700474,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Alexander,Genesee,Town,"2,491",3603701165,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Batavia,Genesee,Town,"6,293",3603704726,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Batavia,Genesee,City,"15,600",3603704715,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Bergen,Genesee,Town,"3,120",3603706057,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Bethany,Genesee,Town,"1,780",3603706266,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Byron,Genesee,Town,"2,302",3603711572,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Darien,Genesee,Town,"3,010",3603719719,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Elba,Genesee,Town,"2,164",3603723756,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Le Roy,Genesee,Town,"7,662",3603742037,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Oakfield,Genesee,Town,"3,145",3603754166,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Pavilion,Genesee,Town,"2,290",3603756792,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Pembroke,Genesee,Town,"4,264",3603757078,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Stafford,Genesee,Town,"2,424",3603770607,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Tonawanda,Genesee,Reservation,331,NA,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Ashland,Greene,Town,682,3603902803,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Athens,Greene,Town,"3,916",3603902913,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Cairo,Greene,Town,"6,644",3603911649,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Catskill,Greene,Town,"11,298",3603913013,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Coxsackie,Greene,Town,"8,382",3603918729,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Durham,Greene,Town,"2,627",3603921204,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Greenville,Greene,Town,"3,741",3603930620,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Halcott,Greene,Town,249,3603931379,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Hunter,Greene,Town,"3,035",3603936178,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Jewett,Greene,Town,879,3603938638,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Lexington,Greene,Town,770,3603942202,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
New Baltimore,Greene,Town,"3,226",3603949935,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Prattsville,Greene,Town,774,3603959751,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Windham,Greene,Town,"1,708",3603982480,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Arietta,Hamilton,Town,292,3604102572,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Benson,Hamilton,Town,221,3604105958,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Hope,Hamilton,Town,413,3604135496,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Indian Lake,Hamilton,Town,"1,363",3604137374,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Inlet,Hamilton,Town,355,3604137495,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Lake Pleasant,Hamilton,Town,897,3604140794,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Long Lake,Hamilton,Town,791,3604143412,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Morehouse,Hamilton,Town,92,3604148340,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Wells,Hamilton,Town,683,3604179059,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Columbia,Herkimer,Town,"1,569",3604317431,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Danube,Herkimer,Town,953,3604319686,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Fairfield,Herkimer,Town,"1,475",3604324933,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Frankfort,Herkimer,Town,"7,011",3604327199,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
German Flatts,Herkimer,Town,"12,263",3604328750,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Herkimer,Herkimer,Town,"9,566",3604334132,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Litchfield,Herkimer,Town,"1,444",3604342664,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Little Falls,Herkimer,Town,"1,497",3604342752,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Little Falls,Herkimer,City,"4,605",3604342741,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Manheim,Herkimer,Town,"3,082",3604344974,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Newport,Herkimer,Town,"2,140",3604350584,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Norway,Herkimer,Town,740,3604353968,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Ohio,Herkimer,Town,962,3604354507,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Russia,Herkimer,Town,"2,269",3604364254,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Salisbury,Herkimer,Town,"1,830",3604364837,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Schuyler,Herkimer,Town,"3,296",3604365695,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Stark,Herkimer,Town,714,3604370794,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Warren,Herkimer,Town,"1,029",3604378278,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Webb,Herkimer,Town,"1,797",3604378927,118,Robert Smullen,Republican,2019,(518) 762-1427,smullenr@nyassembly.gov
Winfield,Herkimer,Town,"1,897",3604382568,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Adams,Jefferson,Town,"4,973",3604500210,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
